Mod:Item:MetaData, Localized Name
morebeautifulbuttons:iron_ore_button, Iron Ore Button
morebeautifulbuttons:lapis_ore_button, Lapis Ore Button
morebeautifulbuttons:lapis_block_button, Lapis Block Button
morebeautifulbuttons:gold_block_button, Gold Block Button
morebeautifulbuttons:iron_block_button, Iron Block Button
morebeautifulbuttons:bookshelf_button, Bookshelf Button
morebeautifulbuttons:mossy_cobblestone_button, Mossy Cobblestone Button
morebeautifulbuttons:diamond_ore_button, Diamond Ore Button
morebeautifulbuttons:diamond_block_button, Diamond Block Button
morebeautifulbuttons:redstone_ore_button, Redstone Ore Button
morebeautifulbuttons:ice_button, Ice Button
morebeautifulbuttons:snow_button, Snow Button
morebeautifulbuttons:clay_button, Clay Button
morebeautifulbuttons:pumpkin_button, Pumpkin Button
morebeautifulbuttons:netherrack_button, Netherrack Button
morebeautifulbuttons:glowstone_button, Glowstone Button
morebeautifulbuttons:chorus_flower_button, Chorus Flower Button
morebeautifulbuttons:chorus_plant_button, Chorus Plant Button
morebeautifulbuttons:block_of_quartz_button, Block Of Quartz Button
morebeautifulbuttons:chiseled_quartz_block_button, Chiseled Quartz Block Button
morebeautifulbuttons:pillar_quartz_block_button, Pillar Quartz Block Button
morebeautifulbuttons:glass_button, Glass Button
morebeautifulbuttons:sponge_button, Sponge Button
morebeautifulbuttons:wet_sponge_button, Wet Sponge Button
morebeautifulbuttons:white_wool_button, White Wool Button
morebeautifulbuttons:orange_wool_button, Orange Wool Button
morebeautifulbuttons:magenta_wool_button, Magenta Wool Button
morebeautifulbuttons:light_blue_wool_button, Light Blue Wool Button
morebeautifulbuttons:yellow_wool_button, Yellow Wool Button
morebeautifulbuttons:lime_wool_button, Lime Wool Button
morebeautifulbuttons:pink_wool_button, Pink Wool Button
morebeautifulbuttons:gray_wool_button, Gray Wool Button
morebeautifulbuttons:light_gray_wool_button, Light Gray Wool Button
morebeautifulbuttons:cyan_wool_button, Cyan Wool Button
morebeautifulbuttons:purple_wool_button, Purple Wool Button
morebeautifulbuttons:blue_wool_button, Blue Wool Button
morebeautifulbuttons:brown_wool_button, Brown Wool Button
morebeautifulbuttons:green_wool_button, Green Wool Button
morebeautifulbuttons:red_wool_button, Red Wool Button
morebeautifulbuttons:black_wool_button, Black Wool Button
morebeautifulbuttons:white_stained_glass_button, White Stained Glass Button
morebeautifulbuttons:orange_stained_glass_button, Orange Stained Glass Button
morebeautifulbuttons:magenta_stained_glass_button, Magenta Stained Glass Button
morebeautifulbuttons:light_blue_stained_glass_button, Light Blue Stained Glass Button
morebeautifulbuttons:yellow_stained_glass_button, Yellow Stained Glass Button
morebeautifulbuttons:lime_stained_glass_button, Lime Stained Glass Button
morebeautifulbuttons:pink_stained_glass_button, Pink Stained Glass Button
morebeautifulbuttons:gray_stained_glass_button, Gray Stained Glass Button
morebeautifulbuttons:light_gray_stained_glass_button, Light Gray Stained Glass Button
morebeautifulbuttons:cyan_stained_glass_button, Cyan Stained Glass Button
morebeautifulbuttons:purple_stained_glass_button, Purple Stained Glass Button
morebeautifulbuttons:blue_stained_glass_button, Blue Stained Glass Button
morebeautifulbuttons:brown_stained_glass_button, Brown Stained Glass Button
morebeautifulbuttons:green_stained_glass_button, Green Stained Glass Button
morebeautifulbuttons:red_stained_glass_button, Red Stained Glass Button
morebeautifulbuttons:black_stained_glass_button, Black Stained Glass Button
morebeautifulbuttons:white_terracotta_button, White Terracotta Button
morebeautifulbuttons:orange_terracotta_button, Orange Terracotta Button
morebeautifulbuttons:magenta_terracotta_button, Magenta Terracotta Button
morebeautifulbuttons:light_blue_terracotta_button, Light Blue Terracotta Button
morebeautifulbuttons:yellow_terracotta_button, Yellow Terracotta Button
morebeautifulbuttons:lime_terracotta_button, Lime Terracotta Button
morebeautifulbuttons:pink_terracotta_button, Pink Terracotta Button
morebeautifulbuttons:gray_terracotta_button, Gray Terracotta Button
morebeautifulbuttons:light_gray_terracotta_button, Light Gray Terracotta Button
morebeautifulbuttons:cyan_terracotta_button, Cyan Terracotta Button
morebeautifulbuttons:purple_terracotta_button, Purple Terracotta Button
morebeautifulbuttons:blue_terracotta_button, Blue Terracotta Button
morebeautifulbuttons:brown_terracotta_button, Brown Terracotta Button
morebeautifulbuttons:green_terracotta_button, Green Terracotta Button
morebeautifulbuttons:red_terracotta_button, Red Terracotta Button
morebeautifulbuttons:black_terracotta_button, Black Terracotta Button
morebeautifulbuttons:white_concrete_button, White Concrete Button
morebeautifulbuttons:orange_concrete_button, Orange Concrete Button
morebeautifulbuttons:magenta_concrete_button, Magenta Concrete Button
morebeautifulbuttons:light_blue_concrete_button, Light Blue Concrete Button
morebeautifulbuttons:yellow_concrete_button, Yellow Concrete Button
morebeautifulbuttons:lime_concrete_button, Lime Concrete Button
morebeautifulbuttons:pink_concrete_button, Pink Concrete Button
morebeautifulbuttons:gray_concrete_button, Gray Concrete Button
morebeautifulbuttons:light_gray_concrete_button, Light Gray Concrete Button
morebeautifulbuttons:cyan_concrete_button, Cyan Concrete Button
morebeautifulbuttons:purple_concrete_button, Purple Concrete Button
morebeautifulbuttons:blue_concrete_button, Blue Concrete Button
morebeautifulbuttons:brown_concrete_button, Brown Concrete Button
morebeautifulbuttons:green_concrete_button, Green Concrete Button
morebeautifulbuttons:red_concrete_button, Red Concrete Button
morebeautifulbuttons:black_concrete_button, Black Concrete Button
morebeautifulbuttons:white_shulker_box_button, White shulker Box Button
morebeautifulbuttons:orange_shulker_box_button, Orange shulker Box Button
morebeautifulbuttons:magenta_shulker_box_button, Magenta shulker Box Button
morebeautifulbuttons:light_blue_shulker_box_button, Light Blue shulker Box Button
morebeautifulbuttons:yellow_shulker_box_button, Yellow shulker Box Button
morebeautifulbuttons:lime_shulker_box_button, Lime shulker Box Button
morebeautifulbuttons:pink_shulker_box_button, Pink shulker Box Button
morebeautifulbuttons:gray_shulker_box_button, Gray shulker Box Button
morebeautifulbuttons:light_gray_shulker_box_button, Light Gray shulker Box Button
morebeautifulbuttons:cyan_shulker_box_button, Cyan shulker Box Button
morebeautifulbuttons:purple_shulker_box_button, Purple shulker Box Button
morebeautifulbuttons:blue_shulker_box_button, Blue shulker Box Button
morebeautifulbuttons:brown_shulker_box_button, Brown shulker Box Button
morebeautifulbuttons:green_shulker_box_button, Green shulker Box Button
morebeautifulbuttons:red_shulker_box_button, Red shulker Box Button
morebeautifulbuttons:black_shulker_box_button, Black shulker Box Button
morebeautifulbuttons:white_glazed_terracotta_button, White Glazed Terracotta Button
morebeautifulbuttons:orange_glazed_terracotta_button, Orange Glazed Terracotta Button
morebeautifulbuttons:magenta_glazed_terracotta_button, Magenta Glazed Terracotta Button
morebeautifulbuttons:light_blue_glazed_terracotta_button, Light Blue Glazed Terracotta Button
morebeautifulbuttons:yellow_glazed_terracotta_button, Yellow Glazed Terracotta Button
morebeautifulbuttons:lime_glazed_terracotta_button, Lime Glazed Terracotta Button
morebeautifulbuttons:pink_glazed_terracotta_button, Pink Glazed Terracotta Button
morebeautifulbuttons:gray_glazed_terracotta_button, Gray Glazed Terracotta Button
morebeautifulbuttons:light_gray_glazed_terracotta_button, Light Gray Glazed Terracotta Button
morebeautifulbuttons:cyan_glazed_terracotta_button, Cyan Glazed Terracotta Button
morebeautifulbuttons:purple_glazed_terracotta_button, Purple Glazed Terracotta Button
morebeautifulbuttons:blue_glazed_terracotta_button, Blue Glazed Terracotta Button
morebeautifulbuttons:brown_glazed_terracotta_button, Brown Glazed Terracotta Button
morebeautifulbuttons:green_glazed_terracotta_button, Green Glazed Terracotta Button
morebeautifulbuttons:red_glazed_terracotta_button, Red Glazed Terracotta Button
morebeautifulbuttons:black_glazed_terracotta_button, Black Glazed Terracotta Button
morebeautifulbuttons:melon_block_button, Melon Block Button
morebeautifulbuttons:mycelium_button, Mycelium Button
morebeautifulbuttons:emerald_ore_button, Emerald Ore Button
morebeautifulbuttons:emerald_block_button, Emerald Block Button
morebeautifulbuttons:quartz_ore_button, Quartz Ore Button
morebeautifulbuttons:sea_lantern_button, Sea Lantern Button
morebeautifulbuttons:hay_block_button, Hay Block Button
morebeautifulbuttons:hardened_clay_button, Hardened Clay Button
morebeautifulbuttons:packed_ice_button, Packed Ice Button
morebeautifulbuttons:purpur_block_button, Purpur Block Button
morebeautifulbuttons:purpur_pillar_button, Purpur Pillar Button
morebeautifulbuttons:magma_button, Magma Button
morebeautifulbuttons:nether_wart_block_button, Nether Wart Block Button
morebeautifulbuttons:bone_block_button, Bone Block Button
morebeautifulbuttons:slime_button, Slime Button
morebeautifulbuttons:white_concrete_powder_button, White Concrete Powder Button
morebeautifulbuttons:orange_concrete_powder_button, Orange Concrete Powder Button
morebeautifulbuttons:magenta_concrete_powder_button, Magenta Concrete Powder Button
morebeautifulbuttons:light_blue_concrete_powder_button, Light Blue Concrete Powder Button
morebeautifulbuttons:yellow_concrete_powder_button, Yellow Concrete Powder Button
morebeautifulbuttons:lime_concrete_powder_button, Lime Concrete Powder Button
morebeautifulbuttons:pink_concrete_powder_button, Pink Concrete Powder Button
morebeautifulbuttons:gray_concrete_powder_button, Gray Concrete Powder Button
morebeautifulbuttons:light_gray_concrete_powder_button, Light Gray Concrete Powder Button
morebeautifulbuttons:cyan_concrete_powder_button, Cyan Concrete Powder Button
morebeautifulbuttons:purple_concrete_powder_button, Purple Concrete Powder Button
morebeautifulbuttons:blue_concrete_powder_button, Blue Concrete Powder Button
morebeautifulbuttons:brown_concrete_powder_button, Brown Concrete Powder Button
morebeautifulbuttons:green_concrete_powder_button, Green Concrete Powder Button
morebeautifulbuttons:red_concrete_powder_button, Red Concrete Powder Button
morebeautifulbuttons:black_concrete_powder_button, Black Concrete Powder Button
morebeautifulbuttons:cactus_button, Cactus Button
morebeautifulbuttons:redstone_block_button, Redstone Block Button
morebeautifulplates:black_stained_glass_plate, Black Stained Glass Pressure Plate
morebeautifulplates:blue_stained_glass_plate, Blue Stained Glass Pressure Plate
morebeautifulplates:brown_stained_glass_plate, Brown Stained Glass Pressure Plate
morebeautifulplates:cyan_stained_glass_plate, Cyan Stained Glass Pressure Plate
morebeautifulplates:glass_plate, Glass Pressure Plate
morebeautifulplates:gray_stained_glass_plate, Gray Stained Glass Pressure Plate
morebeautifulplates:green_stained_glass_plate, Green Stained Glass Pressure Plate
morebeautifulplates:light_blue_stained_glass_plate, Light Blue Stained Glass Pressure Plate
morebeautifulplates:light_gray_stained_glass_plate, Light Gray Stained Glass Pressure Plate
morebeautifulplates:lime_stained_glass_plate, Lime Stained Glass Pressure Plate
morebeautifulplates:magenta_stained_glass_plate, Magenta Stained Glass Pressure Plate
morebeautifulplates:orange_stained_glass_plate, Orange Stained Glass Pressure Plate
morebeautifulplates:pink_stained_glass_plate, Pink Stained Glass Pressure Plate
morebeautifulplates:purple_stained_glass_plate, Purple Stained Glass Pressure Plate
morebeautifulplates:red_stained_glass_plate, Red Stained Glass Pressure Plate
morebeautifulplates:white_stained_glass_plate, White Stained Glass Pressure Plate
morebeautifulplates:yellow_stained_glass_plate, Yellow Stained Glass Pressure Plate
morebeautifulplates:diamond_block_plate, Diamond Block Pressure Plate
morebeautifulplates:diamond_ore_plate, Diamond Ore Pressure Plate
morebeautifulplates:emerald_block_plate, Emerald Block Pressure Plate
morebeautifulplates:emerald_ore_plate, Emerald Ore Pressure Plate
morebeautifulplates:iron_block_plate, Iron Block Pressure Plate
morebeautifulplates:iron_ore_plate, Iron Ore Pressure Plate
morebeautifulplates:obsidian_plate, Obsidian Pressure Plate
morebeautifulplates:gold_block_plate, Gold Block Pressure Plate
morebeautifulplates:gold_ore_plate, Gold Ore Pressure Plate
morebeautifulplates:lapis_block_plate, Lapis Block Pressure Plate
morebeautifulplates:lapis_ore_plate, Lapis Ore Pressure Plate
morebeautifulplates:redstone_block_plate, Redstone Block Pressure Plate
morebeautifulplates:redstone_ore_plate, Redstone Ore Pressure Plate
morebeautifulplates:black_concrete_plate, Black Concrete Pressure Plate
morebeautifulplates:black_concrete_powder_plate, Black Concrete Powder Pressure Plate
morebeautifulplates:black_glazed_terracotta_plate, Black Glazed Terracotta Pressure Plate
morebeautifulplates:black_terracotta_plate, Black Terracotta Pressure Plate
morebeautifulplates:block_of_quartz_plate, Block Of Quartz Pressure Plate
morebeautifulplates:blue_concrete_plate, Blue Concrete Pressure Plate
morebeautifulplates:blue_concrete_powder_plate, Blue Concrete Powder Pressure Plate
morebeautifulplates:blue_glazed_terracotta_plate, Blue Glazed Terracotta Pressure Plate
morebeautifulplates:blue_terracotta_plate, Blue Terracotta Pressure Plate
morebeautifulplates:bone_block_plate, Bone Block Pressure Plate
morebeautifulplates:bricks_plate, Bricks Pressure Plate
morebeautifulplates:brown_concrete_plate, Brown Concrete Pressure Plate
morebeautifulplates:brown_concrete_powder_plate, Brown Concrete Powder Pressure Plate
morebeautifulplates:brown_glazed_terracotta_plate, Brown Glazed Terracotta Pressure Plate
morebeautifulplates:brown_terracotta_plate, Brown Terracotta Pressure Plate
morebeautifulplates:chiseled_quartz_block_plate, Chiseled Quartz Block Pressure Plate
morebeautifulplates:chiseled_red_sandstone_plate, Chiseled Red Sandstone Pressure Plate
morebeautifulplates:chiseled_sandstone_plate, Chiseled Sandstone Pressure Plate
morebeautifulplates:chiseled_stone_bricks_plate, Chiseled Stone Bricks Pressure Plate
morebeautifulplates:clay_plate, Clay Pressure Plate
morebeautifulplates:coarse_dirt_plate, Coarse Dirt Pressure Plate
morebeautifulplates:cobblestone_plate, Cobblestone Pressure Plate
morebeautifulplates:cracked_stone_bricks_plate, Cracked Stone Bricks Pressure Plate
morebeautifulplates:cyan_concrete_plate, Cyan Concrete Pressure Plate
morebeautifulplates:cyan_concrete_powder_plate, Cyan Concrete Powder Pressure Plate
morebeautifulplates:cyan_glazed_terracotta_plate, Cyan Glazed Terracotta Pressure Plate
morebeautifulplates:cyan_terracotta_plate, Cyan Terracotta Pressure Plate
morebeautifulplates:dark_prismarine_plate, Dark Prismarine Pressure Plate
morebeautifulplates:dirt_plate, Dirt Pressure Plate
morebeautifulplates:end_stone_bricks_plate, End Stone Bricks Pressure Plate
morebeautifulplates:end_stone_plate, End Stone Pressure Plate
morebeautifulplates:glowstone_plate, Glowstone Pressure Plate
morebeautifulplates:gravel_plate, Gravel Pressure Plate
morebeautifulplates:gray_concrete_plate, Gray Concrete Pressure Plate
morebeautifulplates:gray_concrete_powder_plate, Gray Concrete Powder Pressure Plate
morebeautifulplates:gray_glazed_terracotta_plate, Gray Glazed Terracotta Pressure Plate
morebeautifulplates:gray_terracotta_plate, Gray Terracotta Pressure Plate
morebeautifulplates:green_concrete_plate, Green Concrete Pressure Plate
morebeautifulplates:green_concrete_powder_plate, Green Concrete Powder Pressure Plate
morebeautifulplates:green_glazed_terracotta_plate, Green Glazed Terracotta Pressure Plate
morebeautifulplates:green_shulker_box_plate, Green shulker Box Pressure Plate
morebeautifulplates:green_terracotta_plate, Green Terracotta Pressure Plate
morebeautifulplates:hardened_clay_plate, Hardened Clay Pressure Plate
morebeautifulplates:ice_plate, Ice Pressure Plate
morebeautifulplates:light_blue_concrete_plate, Light Blue Concrete Pressure Plate
morebeautifulplates:light_blue_concrete_powder_plate, Light Blue Concrete Powder Pressure Plate
morebeautifulplates:light_blue_glazed_terracotta_plate, Light Blue Glazed Terracotta Pressure Plate
morebeautifulplates:light_blue_terracotta_plate, Light Blue Terracotta Pressure Plate
morebeautifulplates:light_gray_concrete_plate, Light Gray Concrete Pressure Plate
morebeautifulplates:light_gray_concrete_powder_plate, Light Gray Concrete Powder Pressure Plate
morebeautifulplates:light_gray_glazed_terracotta_plate, Light Gray Glazed Terracotta Pressure Plate
morebeautifulplates:light_gray_terracotta_plate, Light Gray Terracotta Pressure Plate
morebeautifulplates:lime_concrete_plate, Lime Concrete Pressure Plate
morebeautifulplates:lime_concrete_powder_plate, Lime Concrete Powder Pressure Plate
morebeautifulplates:lime_glazed_terracotta_plate, Lime Glazed Terracotta Pressure Plate
morebeautifulplates:lime_shulker_box_plate, Lime shulker Box Pressure Plate
morebeautifulplates:lime_terracotta_plate, Lime Terracotta Pressure Plate
morebeautifulplates:magenta_concrete_plate, Magenta Concrete Pressure Plate
morebeautifulplates:magenta_concrete_powder_plate, Magenta Concrete Powder Pressure Plate
morebeautifulplates:magenta_glazed_terracotta_plate, Magenta Glazed Terracotta Pressure Plate
morebeautifulplates:magenta_terracotta_plate, Magenta Terracotta Pressure Plate
morebeautifulplates:magma_plate, Magma Pressure Plate
morebeautifulplates:mossy_cobblestone_plate, Mossy Cobblestone Pressure Plate
morebeautifulplates:mossy_stone_bricks_plate, Mossy Stone Bricks Pressure Plate
